,UDI,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
233,234,L47413,L,1512,34.9,183,0,0,0,0,0,0,298.1953034220864,298.9178924505072,5525.931146399999,No Failure
234,235,L47414,L,1478,42.9,185,0,0,0,0,0,0,298.1953034220864,298.9178924505072,6639.8761286,No Failure
235,236,M15095,M,1680,33.7,188,0,0,0,0,0,0,298.0953163545595,298.8504949350302,5928.808648,No Failure
236,237,L47416,L,1495,38.7,190,0,0,0,0,0,0,298.0953163545595,298.8504949350302,6058.7133945000005,No Failure
237,238,M15097,M,1552,36.6,193,0,0,0,0,0,0,297.9953292870326,298.7156999040762,5948.412169599999,No Failure
238,239,L47418,L,1393,50.3,195,0,0,0,0,0,0,297.8953422195056,298.7156999040762,7337.487132033332,No Failure
239,240,L47419,L,1611,30.6,197,0,0,0,0,0,0,297.9953292870326,298.7830974195532,5162.3235198,No Failure
240,241,M15100,M,1339,51.6,200,0,0,0,0,0,0,297.9953292870326,298.7156999040762,7235.333097199999,"TWF, HDF"
241,242,L47421,L,1777,24.3,202,0,0,0,0,0,0,297.9953292870326,298.7156999040762,4521.9103983,TWF
242,243,L47422,L,1348,58.8,204,1,0,0,0,1,0,297.9953292870326,298.7830974195532,8300.332107199998,"TWF, HDF, OSF"
243,244,L47423,L,1442,44.1,206,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6659.353986599999,TWF
244,245,M15104,M,1395,49.1,209,0,0,0,0,0,0,297.9953292870326,298.7830974195532,7172.7212085,TWF
245,246,M15105,M,1627,31.4,212,0,0,0,0,0,0,297.8953422195056,298.7156999040762,5349.8973867333325,TWF
246,247,L47426,L,1585,33.5,214,0,0,0,0,0,0,297.8953422195056,298.7156999040762,5560.352500833334,TWF
247,248,L47427,L,1469,45.5,216,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6999.410160166667,TWF
248,249,L47428,L,1362,56.8,218,1,0,0,0,1,0,297.9953292870326,298.8504949350302,8101.280964799999,"TWF, HDF, OSF"
249,250,L47429,L,1405,56.2,220,1,0,0,0,1,0,297.9953292870326,298.8504949350302,8268.769599666666,"TWF, OSF"
250,251,L47430,L,1662,32.7,2,0,0,0,0,0,0,297.9953292870326,298.8504949350302,5691.2416122,No Failure
251,252,M15111,M,1466,42.6,5,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6539.9107348,No Failure
252,253,L47432,L,1620,35.8,7,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6073.321787999999,No Failure
253,254,L47433,L,1357,48.2,9,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6849.441125533334,HDF
254,255,L47434,L,1514,37.9,11,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6008.877305133334,No Failure
255,256,L47435,L,1489,40.4,13,0,0,0,0,0,0,297.9953292870326,298.7830974195532,6299.474380133333,No Failure
256,257,L47436,L,1331,63.0,15,0,0,0,0,0,0,298.0953163545595,298.8504949350302,8781.058209,HDF
257,258,L47437,L,1615,29.5,17,0,0,0,0,0,0,297.9953292870326,298.6483023885992,4989.106719166667,No Failure
258,259,L47438,L,1482,37.9,19,0,0,0,0,0,0,298.0953163545595,298.7830974195532,5881.8732934,No Failure
259,260,M15119,M,1420,63.9,22,1,0,0,1,0,0,298.0953163545595,298.7830974195532,9502.053113999998,PWF
260,261,M15120,M,1522,49.1,25,0,0,0,0,0,0,298.1953034220864,298.8504949350302,7825.721633933334,No Failure
261,262,L47441,L,1654,32.1,27,0,0,0,0,0,0,298.0953163545595,298.7830974195532,5559.923150199999,No Failure
262,263,M15122,M,1736,26.8,30,0,0,0,0,0,0,298.0953163545595,298.7830974195532,4872.061547733333,No Failure
263,264,M15123,M,1587,32.3,33,0,0,0,0,0,0,297.9953292870326,298.7156999040762,5367.940585299999,No Failure
264,265,L47444,L,1390,47.5,35,0,0,0,0,0,0,298.0953163545595,298.7830974195532,6914.115991666666,No Failure
265,266,L47445,L,1454,37.1,37,0,0,0,0,0,0,297.9953292870326,298.7156999040762,5648.934866866667,No Failure
266,267,H29680,H,1440,43.7,42,0,0,0,0,0,0,297.9953292870326,298.7156999040762,6589.799184,No Failure
267,268,L47447,L,1954,21.1,44,0,0,0,0,0,0,297.8953422195056,298.6483023885992,4317.529024866666,No Failure
268,269,H29682,H,1800,24.8,49,0,0,0,0,0,0,297.8953422195056,298.6483023885992,4674.68592,No Failure
269,270,L47449,L,1524,37.0,51,0,0,0,0,0,0,297.9953292870326,298.6483023885992,5904.932564,No Failure
270,271,H29684,H,1520,39.6,56,0,0,0,0,0,0,297.9953292870326,298.6483023885992,6303.286176,No Failure
271,272,M15131,M,1452,40.8,59,0,0,0,0,0,0,298.0953163545595,298.7156999040762,6203.7606048,No Failure
272,273,L47452,L,1484,40.4,61,0,0,0,0,0,0,298.0953163545595,298.7156999040762,6278.321007466667,No Failure
273,274,L47453,L,1426,46.0,63,0,0,0,0,0,0,298.0953163545595,298.6483023885992,6869.191254666666,No Failure
274,275,L47454,L,1652,28.5,65,0,0,0,0,0,0,298.0953163545595,298.6483023885992,4930.411346,No Failure
275,276,L47455,L,1401,54.7,67,0,0,0,0,0,0,297.9953292870326,298.6483023885992,8025.160239100001,No Failure
276,277,M15136,M,1750,26.6,70,0,0,0,0,0,0,297.9953292870326,298.5809048731221,4874.700483333333,No Failure
277,278,H29691,H,1479,50.7,75,0,0,0,0,0,0,297.9953292870326,298.6483023885992,7852.435620900001,No Failure
278,279,M15138,M,1620,29.4,78,0,0,0,0,0,0,297.9953292870326,298.6483023885992,4987.588284,No Failure
279,280,L47459,L,1819,23.4,80,0,0,0,0,0,0,297.9953292870326,298.7156999040762,4457.350723799999,No Failure
280,281,M15140,M,1456,43.7,83,0,0,0,0,0,0,298.0953163545595,298.7156999040762,6663.0191749333335,No Failure
281,282,L47461,L,1626,36.5,85,0,0,0,0,0,0,298.0953163545595,298.6483023885992,6215.0074970000005,No Failure
282,283,M15142,M,1390,49.8,88,0,0,0,0,0,0,298.0953163545595,298.7156999040762,7248.904765999999,No Failure
283,284,L47463,L,1469,43.0,90,0,0,0,0,0,0,298.1953034220864,298.7830974195532,6614.827184333333,No Failure
284,285,L47464,L,2051,19.2,92,0,0,0,0,0,0,298.1953034220864,298.8504949350302,4123.776697599999,No Failure
285,286,L47465,L,1568,36.0,94,0,0,0,0,0,0,298.1953034220864,298.8504949350302,5911.215744,No Failure
286,287,L47466,L,1589,33.2,96,0,0,0,0,0,0,298.1953034220864,298.8504949350302,5524.465071066667,No Failure
287,288,L47467,L,1805,31.6,98,0,0,0,0,0,0,298.1953034220864,298.8504949350302,5973.000347333334,No Failure
288,289,H29702,H,1385,42.2,103,0,0,0,0,0,0,298.1953034220864,298.9178924505072,6120.550357666666,No Failure
289,290,L47469,L,1436,46.7,105,0,0,0,0,0,0,298.0953163545595,298.9178924505072,7022.626510266668,No Failure
290,291,L47470,L,1438,45.6,107,0,0,0,0,0,0,298.0953163545595,298.9178924505072,6866.761758400001,No Failure
291,292,L47471,L,1473,42.6,109,0,0,0,0,0,0,297.9953292870326,298.8504949350302,6571.138139400001,No Failure
292,293,L47472,L,1335,40.2,111,0,0,0,0,0,0,298.0953163545595,298.9178924505072,5619.990351,HDF
293,294,H29707,H,1392,44.8,116,0,0,0,0,0,0,298.0953163545595,298.98528996598424,6530.4859648,No Failure
294,295,M15154,M,1372,51.1,119,0,0,0,0,0,0,298.0953163545595,298.98528996598424,7341.8120542666675,HDF
295,296,M15155,M,1716,30.7,122,0,0,0,0,0,0,298.0953163545595,299.05268748146125,5516.7577036,No Failure
296,297,L47476,L,1395,46.2,124,0,0,0,0,0,0,297.9953292870326,298.98528996598424,6749.077797,No Failure
297,298,L47477,L,1713,25.3,126,0,0,0,0,0,0,297.9953292870326,298.98528996598424,4538.4351617,No Failure
299,300,M15159,M,1567,35.6,134,0,0,0,0,0,0,297.79535515197875,298.8504949350302,5841.807548933332,No Failure
300,301,L47480,L,1622,38.3,136,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6505.457964466666,No Failure
301,302,L47481,L,1740,27.1,138,0,0,0,0,0,0,297.6953680844518,298.9178924505072,4937.951161999999,No Failure
302,303,H29716,H,1512,35.1,143,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5557.5983736,No Failure
303,304,M15163,M,1479,43.5,146,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6737.296834500001,No Failure
304,305,L47484,L,1737,27.5,148,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5002.196677499999,No Failure
306,307,L47486,L,1374,47.1,152,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6776.975116199999,HDF
307,308,M15167,M,1579,36.6,155,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6051.8961442,No Failure
308,309,L47488,L,1305,47.2,157,0,0,0,0,0,0,297.8953422195056,298.98528996598424,6450.312588000001,HDF
309,310,M15169,M,1449,40.8,160,0,0,0,0,0,0,297.8953422195056,298.98528996598424,6190.942917599999,No Failure
310,311,H29724,H,1526,41.8,165,0,0,0,0,0,0,297.9953292870326,299.05268748146125,6679.732433733332,No Failure
311,312,M15171,M,1453,44.1,168,0,0,0,0,0,0,297.9953292870326,299.05268748146125,6710.1534969,No Failure
312,313,L47492,L,1468,36.0,170,0,0,0,0,0,0,297.8953422195056,299.05268748146125,5534.224944,No Failure
313,314,L47493,L,1313,50.8,172,0,0,0,0,0,0,297.9953292870326,299.05268748146125,6984.8436545333325,HDF
314,315,M15174,M,1300,53.0,175,0,0,0,0,0,0,297.8953422195056,298.98528996598424,7215.185033333334,HDF
315,316,L47495,L,1646,40.6,177,0,0,0,0,0,0,297.8953422195056,298.9178924505072,6998.163996133334,No Failure
316,317,L47496,L,1714,33.2,179,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5959.051687733334,No Failure
317,318,L47497,L,1685,28.4,181,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5011.254928666665,No Failure
318,319,L47498,L,1512,39.9,183,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6317.611826399999,No Failure
319,320,L47499,L,1612,32.1,185,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5418.740095600001,No Failure
320,321,H29734,H,1550,38.2,190,0,0,0,0,0,0,297.79535515197875,298.9178924505072,6200.451463333334,No Failure
321,322,L47501,L,1518,32.5,192,0,0,0,0,0,0,297.79535515197875,298.9178924505072,5166.344755,No Failure
322,323,L47502,L,1448,40.0,194,0,0,0,0,0,0,297.79535515197875,298.98528996598424,6065.363093333333,No Failure
323,324,L47503,L,1561,46.3,196,0,0,0,0,0,0,297.79535515197875,298.98528996598424,7568.540604566666,No Failure
324,325,M15184,M,1488,41.9,199,0,0,0,0,0,0,297.79535515197875,298.98528996598424,6528.9780016,No Failure
325,326,L47505,L,1699,27.8,201,0,0,0,0,0,0,297.79535515197875,298.98528996598424,4946.140239933334,TWF
326,327,L47506,L,1501,41.4,203,0,0,0,0,0,0,297.6953680844518,298.98528996598424,6507.4266942,TWF
327,328,L47507,L,1373,56.7,205,1,0,0,0,1,0,297.6953680844518,298.98528996598424,8152.331802299998,"TWF, HDF, OSF"
328,329,H29742,H,1703,31.4,210,0,0,0,0,0,0,297.59538101692493,298.9178924505072,5599.800399266666,TWF
329,330,H29743,H,1720,29.9,215,0,0,0,0,0,0,297.6953680844518,298.98528996598424,5385.523017333332,TWF
330,331,M15190,M,1398,41.9,218,0,0,0,0,0,0,297.59538101692493,298.9178924505072,6134.0801386,TWF
331,332,M15191,M,1391,51.9,221,0,0,0,0,0,0,297.59538101692493,298.9178924505072,7560.016423699999,TWF
332,333,M15192,M,1538,40.2,3,0,0,0,0,0,0,297.59538101692493,298.8504949350302,6474.5656628,No Failure
333,334,L47513,L,1647,31.3,5,0,0,0,0,0,0,297.495393949398,298.7830974195532,5398.4140083,No Failure
334,335,M15194,M,1469,44.8,8,0,0,0,0,0,0,297.495393949398,298.7156999040762,6891.726926933333,No Failure
335,336,L47515,L,1749,25.9,10,0,0,0,0,0,0,297.39540688187105,298.7156999040762,4743.706652299999,No Failure
336,337,M15196,M,1995,20.5,13,0,0,0,0,0,0,297.59538101692493,298.7830974195532,4282.772567499999,No Failure
337,338,L47517,L,1742,27.7,15,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5053.079963533333,No Failure
338,339,L47518,L,1563,38.2,17,0,0,0,0,0,0,297.495393949398,298.7830974195532,6252.4552498,No Failure
339,340,M15199,M,1713,32.2,20,0,0,0,0,0,0,297.495393949398,298.7830974195532,5776.1902058000005,No Failure
340,341,L47520,L,1474,39.4,22,0,0,0,0,0,0,297.39540688187105,298.7156999040762,6081.6574734666665,No Failure
341,342,M15201,M,1530,32.6,25,0,0,0,0,0,0,297.39540688187105,298.7830974195532,5223.207534,No Failure
342,343,L47522,L,1471,46.5,27,0,0,0,0,0,0,297.39540688187105,298.7830974195532,7162.982279499999,No Failure
343,344,L47523,L,1388,48.6,29,0,0,0,0,0,0,297.495393949398,298.8504949350302,7064.0536104,No Failure
345,346,L47525,L,1585,32.9,34,0,0,0,0,0,0,297.495393949398,298.8504949350302,5460.764097833333,No Failure
346,347,M15206,M,1459,45.2,37,0,0,0,0,0,0,297.495393949398,298.8504949350302,6905.926913733335,No Failure
347,348,L47527,L,1544,40.8,39,0,0,0,0,0,0,297.495393949398,298.8504949350302,6596.836345599999,No Failure
348,349,L47528,L,1617,31.7,41,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5367.8149217,No Failure
349,350,L47529,L,1595,34.3,43,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5729.055883833333,No Failure
350,351,H29764,H,1400,44.3,48,0,0,0,0,0,0,297.59538101692493,298.8504949350302,6494.713726666666,No Failure
351,352,M15211,M,1611,31.0,51,0,0,0,0,0,0,297.59538101692493,298.9178924505072,5229.804873,No Failure
352,353,M15212,M,1507,46.0,54,0,0,0,0,0,0,297.59538101692493,298.9178924505072,7259.376732666667,No Failure
353,354,H29767,H,1674,30.0,59,0,0,0,0,0,0,297.495393949398,298.8504949350302,5259.021659999999,No Failure
354,355,L47534,L,1658,34.3,61,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5955.344611533334,No Failure
355,356,L47535,L,1623,36.9,63,0,0,0,0,0,0,297.59538101692493,298.8504949350302,6271.524701099999,No Failure
356,357,M15216,M,1398,48.9,66,0,0,0,0,0,0,297.59538101692493,298.9178924505072,7158.8667966,No Failure
357,358,L47537,L,1517,34.2,68,0,0,0,0,0,0,297.59538101692493,298.9178924505072,5433.002914199999,No Failure
358,359,M15218,M,1467,36.7,71,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5637.991661700001,No Failure
359,360,M15219,M,1567,34.6,74,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5677.711831266666,No Failure
360,361,M15220,M,1521,38.2,77,0,0,0,0,0,0,297.495393949398,298.8504949350302,6084.443016599999,No Failure
361,362,L47541,L,1596,36.8,79,0,0,0,0,0,0,297.495393949398,298.8504949350302,6150.479238399999,No Failure
362,363,H29776,H,1640,30.9,84,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5306.773827999999,No Failure
363,364,L47543,L,1438,47.8,86,0,0,0,0,0,0,297.59538101692493,298.8504949350302,7198.052895866666,No Failure
364,365,L47544,L,1407,55.2,88,0,0,0,0,0,0,297.59538101692493,298.9178924505072,8133.199519200001,No Failure
365,366,L47545,L,1353,57.5,90,0,0,0,0,0,0,297.59538101692493,298.9178924505072,8146.928267499999,HDF
366,367,M15226,M,1552,40.9,93,0,0,0,0,0,0,297.59538101692493,298.98528996598424,6647.269337066666,No Failure
367,368,M15227,M,1569,38.3,96,0,0,0,0,0,0,297.59538101692493,298.9178924505072,6292.887513099999,No Failure
368,369,L47548,L,1489,39.5,98,0,0,0,0,0,0,297.495393949398,298.9178924505072,6159.139554833333,No Failure
369,370,H29783,H,1587,36.1,103,0,0,0,0,0,0,297.495393949398,298.9178924505072,5999.463007099999,No Failure
370,371,M15230,M,1622,37.2,106,0,0,0,0,0,0,297.495393949398,298.8504949350302,6318.6171352,No Failure
371,372,L47551,L,1604,38.1,108,0,0,0,0,0,0,297.495393949398,298.9178924505072,6399.670157199999,No Failure
372,373,M15232,M,1405,51.7,111,0,0,0,0,0,0,297.39540688187105,298.8504949350302,7606.679507166666,No Failure
373,374,L47553,L,1412,42.0,113,0,0,0,0,0,0,297.39540688187105,298.8504949350302,6210.295112,No Failure
374,375,L47554,L,1431,43.0,115,0,0,0,0,0,0,297.39540688187105,298.8504949350302,6443.715248999999,No Failure
375,376,L47555,L,1533,37.4,117,0,0,0,0,0,0,297.39540688187105,298.7830974195532,6004.018312599999,No Failure
376,377,M15236,M,1401,51.9,120,0,0,0,0,0,0,297.39540688187105,298.7830974195532,7614.3659307,No Failure
377,378,M15237,M,1424,53.9,123,0,0,0,0,0,0,297.39540688187105,298.7830974195532,8037.611407466666,No Failure
378,379,L47558,L,1754,29.4,125,0,0,0,0,0,0,297.29541981434414,298.7830974195532,5400.1418828,No Failure
379,380,L47559,L,1754,26.8,127,0,0,0,0,0,0,297.29541981434414,298.7830974195532,4922.578314933333,No Failure
381,382,L47561,L,1546,40.4,131,0,0,0,0,0,0,297.495393949398,298.98528996598424,6540.622828533333,No Failure
382,383,L47562,L,1335,48.0,133,0,0,0,0,0,0,297.495393949398,298.98528996598424,6710.436240000001,HDF
383,384,M15243,M,1842,27.0,136,0,0,0,0,0,0,297.495393949398,299.05268748146125,5208.127901999999,No Failure
384,385,L47564,L,1712,26.8,138,0,0,0,0,0,0,297.495393949398,298.98528996598424,4804.705858133333,No Failure
385,386,M15245,M,1414,45.4,141,0,0,0,0,0,0,297.59538101692493,299.05268748146125,6722.541833466666,No Failure
386,387,L47566,L,1319,50.9,143,0,0,0,0,0,0,297.59538101692493,299.12008499693826,7030.574732966666,HDF
387,388,L47567,L,1249,60.4,145,0,0,0,0,0,0,297.6953680844518,299.12008499693826,7900.009765466666,HDF
388,389,L47568,L,1455,48.2,147,0,0,0,0,0,0,297.59538101692493,299.12008499693826,7344.094943,No Failure
389,390,M15249,M,1408,54.8,150,0,0,0,0,0,0,297.59538101692493,299.12008499693826,8080.001928533333,No Failure
390,391,L47570,L,1460,46.7,152,0,0,0,0,0,0,297.59538101692493,299.12008499693826,7139.996312666666,No Failure
391,392,L47571,L,1491,38.1,154,0,0,0,0,0,0,297.59538101692493,299.05268748146125,5948.820576299999,No Failure
392,393,M15252,M,1490,43.4,157,0,0,0,0,0,0,297.59538101692493,298.98528996598424,6771.801964666667,No Failure
393,394,M15253,M,1350,52.2,160,0,0,0,0,0,0,297.495393949398,298.9178924505072,7379.59491,HDF
394,395,L47574,L,1528,39.9,162,0,0,0,0,0,0,297.495393949398,298.9178924505072,6384.4648616,No Failure
395,396,L47575,L,1571,37.7,164,0,0,0,0,0,0,297.39540688187105,298.8504949350302,6202.200281766667,No Failure
396,397,L47576,L,1490,42.6,166,0,0,0,0,0,0,297.39540688187105,298.8504949350302,6646.976122000001,No Failure
397,398,M15257,M,1774,28.9,169,0,0,0,0,0,0,297.39540688187105,298.8504949350302,5368.830702466666,No Failure
398,399,H29812,H,1502,43.6,174,0,0,0,0,0,0,297.39540688187105,298.8504949350302,6857.797754933334,No Failure
399,400,L47579,L,1392,49.7,176,0,0,0,0,0,0,297.39540688187105,298.9178924505072,7244.757867200001,No Failure
401,402,L47581,L,1722,30.4,180,0,0,0,0,0,0,297.495393949398,298.98528996598424,5481.9488864,No Failure
402,403,L47582,L,1678,32.3,182,0,0,0,0,0,0,297.39540688187105,299.05268748146125,5675.743101533333,No Failure
403,404,L47583,L,1273,59.8,184,0,0,0,0,0,0,297.29541981434414,299.05268748146125,7971.826512866665,"HDF, OSF"
404,405,L47584,L,1297,45.9,186,0,0,0,0,0,0,297.29541981434414,299.05268748146125,6234.202611899999,HDF
405,406,L47585,L,1350,57.6,188,0,0,0,0,0,0,297.29541981434414,298.98528996598424,8143.001279999999,HDF
406,407,L47586,L,1439,51.9,190,0,0,0,0,0,0,297.39540688187105,299.05268748146125,7820.894057300001,No Failure
407,408,M15267,M,1600,42.1,193,0,0,0,0,0,0,297.39540688187105,298.98528996598424,7053.916746666667,No Failure
408,409,M15268,M,1434,44.4,196,0,0,0,0,0,0,297.39540688187105,299.05268748146125,6667.4592888,No Failure
409,410,L47589,L,1459,41.3,198,0,0,0,0,0,0,297.39540688187105,299.05268748146125,6310.061538433333,No Failure
410,411,M15270,M,1472,44.9,201,0,0,0,0,0,0,297.495393949398,299.05268748146125,6921.215985066666,TWF
411,412,L47591,L,1429,44.3,203,0,0,0,0,0,0,297.495393949398,299.12008499693826,6629.247082433333,TWF
412,413,L47592,L,1388,48.2,205,0,0,0,0,0,0,297.495393949398,299.05268748146125,7005.913251466667,TWF
413,414,L47593,L,1573,34.5,207,0,0,0,0,0,0,297.39540688187105,298.9178924505072,5682.979230499999,TWF
414,415,L47594,L,1588,32.5,209,0,0,0,0,0,0,297.39540688187105,298.9178924505072,5404.581996666666,TWF
415,416,L47595,L,1511,42.8,211,0,0,0,0,0,0,297.495393949398,298.9178924505072,6772.304619066666,TWF
416,417,L47596,L,1495,37.8,213,0,0,0,0,0,0,297.39540688187105,298.98528996598424,5917.813083,TWF
417,418,L47597,L,1394,50.1,215,0,0,0,0,0,0,297.39540688187105,298.9178924505072,7313.558688199999,TWF
419,420,M15279,M,1501,38.2,5,0,0,0,0,0,0,297.29541981434414,298.8504949350302,6004.437191266667,No Failure
420,421,M15280,M,1301,39.6,8,0,0,0,0,0,0,297.29541981434414,298.8504949350302,5395.1153388,HDF
421,422,M15281,M,1657,31.1,11,0,0,0,0,0,0,297.29541981434414,298.8504949350302,5396.487166433333,No Failure
422,423,L47602,L,1333,55.2,13,0,0,0,0,0,0,297.29541981434414,298.8504949350302,7705.4406248,HDF
423,424,L47603,L,1484,43.9,15,0,0,0,0,0,0,297.29541981434414,298.8504949350302,6822.234956133333,No Failure
424,425,L47604,L,1430,45.7,17,0,0,0,0,0,0,297.29541981434414,298.9178924505072,6843.5349363333335,No Failure
425,426,M15285,M,1665,28.9,20,0,0,0,0,0,0,297.29541981434414,298.9178924505072,5038.953280499999,No Failure
426,427,L47606,L,1501,44.9,22,0,0,0,0,0,0,297.39540688187105,298.98528996598424,7057.571463033332,No Failure
427,428,M15287,M,1496,42.2,25,0,0,0,0,0,0,297.495393949398,298.98528996598424,6611.078220266667,No Failure
428,429,M15288,M,1595,36.9,28,0,0,0,0,0,0,297.59538101692493,299.05268748146125,6163.328341499999,No Failure
429,430,L47609,L,1208,62.3,30,0,0,0,0,0,0,297.495393949398,299.05268748146125,7881.034561866666,HDF
430,431,L47610,L,1596,37.1,32,0,0,0,0,0,0,297.495393949398,299.05268748146125,6200.6190148000005,No Failure
431,432,L47611,L,1446,41.9,34,0,0,0,0,0,0,297.495393949398,298.98528996598424,6344.692332199999,No Failure
